Posted On,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Currency
6/19/2022,2,2280000,1000,4 out of 5,Super Area,Surabaya,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
6/28/2022,3,2850000,1500,1 out of 1,Super Area,Bandung,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
5/2/2022,2,1140000,1250,Ground out of 1,Super Area,Medan,Unfurnished,Family,2,Contact Owner,IDR
7/6/2022,3,5700000,1940,1 out of 5,Carpet Area,Semarang,Semi-Furnished,Bachelors,3,Contact Owner,IDR
6/27/2022,2,3420000,700,7 out of 8,Carpet Area,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/2/2022,2,1615000,700,2 out of 3,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/25/2022,2,1425000,100,1 out of 3,Super Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/20/2022,1,2280000,300,2 out of 3,Super Area,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/18/2022,2,2850000,980,3 out of 5,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/6/2022,2,2945000,800,2 out of 2,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/25/2022,3,3800000,1250,2 out of 6,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,2090000,1000,Ground out of 1,Carpet Area,Bandung,Semi-Furnished,Family,2,Contact Owner,IDR
6/14/2022,2,2850000,1000,Ground out of 4,Super Area,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/23/2022,3,3230000,1800,Ground out of 1,Carpet Area,Semarang,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
6/6/2022,3,3800000,2000,1 out of 3,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
7/8/2022,3,3800000,1500,1 out of 6,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
7/8/2022,2,2280000,1050,3 out of 4,Super Area,Denpasar,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
6/18/2022,2,4750000,1100,1 out of 7,Super Area,Palembang,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/8/2022,2,2185000,1000,2 out of 3,Carpet Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/27/2022,2,1235000,700,2 out of 3,Super Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/21/2022,1,1900000,750,1 out of 2,Super Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/29/2022,1,1140000,450,2 out of 6,Super Area,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/20/2022,3,2660000,1000,1 out of 2,Super Area,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,3,6460000,1500,2 out of 14,Carpet Area,Semarang,Semi-Furnished,Family,3,Contact Agent,IDR
5/15/2022,2,2850000,1550,Ground out of 13,Super Area,Makassar,Furnished,Family,2,Contact Owner,IDR
5/7/2022,2,3800000,1450,2 out of 3,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/5/2022,2,1805000,650,3 out of 5,Carpet Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/23/2022,2,1900000,650,3 out of 5,Carpet Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/6/2022,3,5700000,1500,5 out of 5,Carpet Area,Malang,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
6/14/2022,2,2470000,900,2 out of 3,Super Area,Jakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,3,8550000,1645,8 out of 19,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
5/6/2022,2,1520000,600,4 out of 7,Super Area,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/8/2022,2,4750000,1250,Ground out of 6,Super Area,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/1/2022,2,2280000,1300,1 out of 2,Carpet Area,Semarang,Semi-Furnished,Bachelors,2,Contact Owner,IDR
5/23/2022,2,3610000,1000,1 out of 3,Carpet Area,Makassar,Semi-Furnished,Family,2,Contact Owner,IDR
7/8/2022,3,4180000,1500,4 out of 6,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
7/8/2022,2,2850000,1150,4 out of 5,Super Area,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/14/2022,2,2850000,110,2 out of 3,Super Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/4/2022,2,1900000,103,Ground out of 1,Super Area,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/25/2022,2,1900000,1050,4 out of 5,Carpet Area,Jakarta,Unfurnished,Bachelors,2,Contact Owner,IDR
6/14/2022,2,1330000,60,1 out of 6,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/21/2022,2,2850000,1170,2 out of 4,Super Area,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/20/2022,2,1805000,167,Ground out of 1,Super Area,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/25/2022,1,1235000,500,2 out of 2,Super Area,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/7/2022,1,1900000,600,Ground out of 4,Super Area,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/22/2022,1,1520000,600,1 out of 4,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/12/2022,1,627000,200,Ground out of 2,Super Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/10/2022,2,2280000,600,1 out of 2,Super Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/18/2022,2,3800000,900,2 out of 4,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/8/2022,2,2280000,800,Ground out of 6,Super Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/31/2022,3,3800000,1000,2 out of 4,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/14/2022,3,13300000,3200,11 out of 15,Carpet Area,Bandung,Semi-Furnished,Family,3,Contact Agent,IDR
5/5/2022,2,1900000,1400,Ground out of 1,Super Area,Medan,Furnished,Bachelors/Family,2,Contact Owner,IDR
5/6/2022,1,1615000,550,Ground out of 2,Super Area,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/8/2022,1,1520000,540,4 out of 4,Carpet Area,Makassar,Unfurnished,Family,1,Contact Owner,IDR
6/14/2022,1,1520000,400,Ground out of 3,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/19/2022,2,2470000,1225,2 out of 4,Super Area,Denpasar,Unfurnished,Bachelors,2,Contact Owner,IDR
6/29/2022,3,2945000,1430,1 out of 1,Carpet Area,Palembang,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/8/2022,2,5700000,1200,2 out of 25,Super Area,Malang,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/18/2022,2,1900000,1197,Ground out of 2,Super Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,3420000,1150,2 out of 5,Carpet Area,Surabaya,Semi-Furnished,Bachelors,2,Contact Agent,IDR
5/6/2022,1,2280000,500,4 out of 5,Super Area,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/25/2022,2,1710000,1200,Ground out of 2,Carpet Area,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/10/2022,1,1140000,500,2 out of 4,Super Area,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/29/2022,3,6080000,1600,3 out of 6,Super Area,Makassar,Furnished,Bachelors/Family,3,Contact Owner,IDR
7/6/2022,2,6840000,1100,1 out of 5,Super Area,Yogyakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/2/2022,2,3230000,1220,1 out of 6,Super Area,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/2/2022,3,3800000,1500,2 out of 5,Super Area,Palembang,Furnished,Bachelors/Family,3,Contact Owner,IDR
6/18/2022,1,1710000,500,4 out of 4,Super Area,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/24/2022,2,1805000,850,2 out of 3,Super Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/20/2022,2,1330000,1000,2 out of 3,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/18/2022,3,3230000,100,1 out of 1,Carpet Area,Bandung,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
6/14/2022,2,3705000,1140,Ground out of 5,Super Area,Medan,Furnished,Bachelors/Family,2,Contact Owner,IDR
5/25/2022,2,4750000,1100,2 out of 3,Super Area,Semarang,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/6/2022,3,2660000,1400,3 out of 4,Super Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,3040000,1350,3 out of 5,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/8/2022,2,2850000,180,Ground out of 2,Carpet Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/16/2022,2,2470000,1250,2 out of 6,Super Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/14/2022,2,2280000,1300,2 out of 5,Super Area,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/9/2022,2,2280000,840,2 out of 4,Super Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/3/2022,2,1425000,1200,1 out of 3,Super Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/20/2022,2,2470000,700,3 out of 4,Super Area,Bandung,Furnished,Bachelors/Family,2,Contact Owner,IDR
5/29/2022,4,9880000,2700,11 out of 13,Super Area,Medan,Furnished,Bachelors/Family,4,Contact Owner,IDR
7/10/2022,2,4180000,1100,1 out of 12,Carpet Area,Semarang,Furnished,Family,2,Contact Agent,IDR
4/28/2022,2,3420000,1000,Ground out of 2,Carpet Area,Makassar,Semi-Furnished,Bachelors,2,Contact Owner,IDR
6/6/2022,2,1330000,1000,1 out of 2,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
6/8/2022,3,3135000,1600,2 out of 5,Super Area,Denpasar,Semi-Furnished,Family,3,Contact Owner,IDR
5/24/2022,3,2470000,1550,1 out of 5,Carpet Area,Palembang,Unfurnished,Bachelors,3,Contact Owner,IDR
6/25/2022,1,1140000,600,Ground out of 4,Super Area,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
7/6/2022,1,1140000,500,1 out of 2,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
7/10/2022,2,3990000,1100,4 out of 5,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
5/7/2022,3,1900000,1000,2 out of 2,Carpet Area,Bandung,Furnished,Family,2,Contact Owner,IDR
5/9/2022,2,2280000,1000,2 out of 2,Super Area,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/2/2022,3,5700000,1800,5 out of 5,Carpet Area,Semarang,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
7/10/2022,2,2850000,1300,3 out of 5,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
5/12/2022,2,1900000,1100,Ground out of 2,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,2,1710000,950,2 out of 3,Super Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/1/2022,2,1900000,1000,2 out of 3,Carpet Area,Palembang,Semi-Furnished,Bachelors,2,Contact Owner,IDR
5/20/2022,2,1520000,1200,1 out of 3,Super Area,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/18/2022,6,11400000,2800,Ground out of 3,Super Area,Jakarta,Furnished,Bachelors/Family,7,Contact Owner,IDR
6/29/2022,2,1520000,550,2 out of 4,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/10/2022,2,1615000,1000,2 out of 16,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,2,1425000,800,2 out of 4,Super Area,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/18/2022,2,950000,600,Ground out of 2,Super Area,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
7/2/2022,3,5700000,1800,5 out of 5,Carpet Area,Makassar,Unfurnished,Family,3,Contact Owner,IDR
5/1/2022,1,1425000,500,1 out of 3,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/12/2022,2,2280000,1000,2 out of 4,Super Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/10/2022,2,2945000,1100,3 out of 4,Super Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
4/29/2022,3,4940000,1450,4 out of 7,Super Area,Malang,Semi-Furnished,Family,2,Contact Owner,IDR
5/26/2022,1,1520000,550,2 out of 3,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/30/2022,2,2280000,933,2 out of 5,Super Area,Surabaya,Unfurnished,Bachelors,2,Contact Owner,IDR
7/2/2022,3,2850000,1100,1 out of 10,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/18/2022,2,1900000,1030,3 out of 6,Super Area,Medan,Semi-Furnished,Family,2,Contact Owner,IDR
5/28/2022,3,3800000,1150,2 out of 4,Carpet Area,Semarang,Semi-Furnished,Family,3,Contact Owner,IDR
6/10/2022,2,2375000,850,Ground out of 5,Carpet Area,Makassar,Unfurnished,Bachelors,2,Contact Owner,IDR
6/2/2022,2,3420000,1000,2 out of 3,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/21/2022,3,3990000,1400,3 out of 4,Carpet Area,Denpasar,Semi-Furnished,Family,3,Contact Owner,IDR
7/10/2022,3,18050000,2700,23 out of 30,Carpet Area,Palembang,Furnished,Bachelors,3,Contact Agent,IDR
5/19/2022,3,4940000,1700,7 out of 14,Carpet Area,Malang,Semi-Furnished,Family,3,Contact Owner,IDR
6/2/2022,3,10070000,1742,25 out of 35,Super Area,Jakarta,Semi-Furnished,Family,2,Contact Agent,IDR
6/14/2022,2,2470000,1000,3 out of 4,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/29/2022,2,2280000,1440,1 out of 3,Super Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,3,5320000,1600,1 out of 6,Super Area,Medan,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
7/6/2022,3,10830000,1838,4 out of 30,Super Area,Semarang,Unfurnished,Bachelors,3,Contact Agent,IDR
5/24/2022,2,1900000,1200,2 out of 2,Super Area,Makassar,Unfurnished,Bachelors,2,Contact Owner,IDR
5/6/2022,3,4078730,200,1 out of 1,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/23/2022,1,6080000,1050,2 out of 3,Carpet Area,Denpasar,Furnished,Bachelors,1,Contact Agent,IDR
7/7/2022,1,1330000,400,4 out of 4,Carpet Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
7/6/2022,2,5700000,1350,5 out of 14,Super Area,Malang,Semi-Furnished,Bachelors,2,Contact Agent,IDR
5/17/2022,3,7600000,1960,13 out of 25,Super Area,Jakarta,Unfurnished,Bachelors,3,Contact Agent,IDR
6/8/2022,1,1710000,800,1 out of 2,Super Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
7/2/2022,2,2850000,1000,2 out of 5,Super Area,Bandung,Unfurnished,Bachelors,2,Contact Owner,IDR
6/29/2022,2,3420000,1100,1 out of 4,Super Area,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/29/2022,3,4750000,1480,2 out of 3,Super Area,Semarang,Furnished,Bachelors/Family,3,Contact Owner,IDR
6/22/2022,1,1615000,700,Ground out of 3,Carpet Area,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/13/2022,3,3800000,1500,5 out of 6,Super Area,Yogyakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/25/2022,2,2280000,1000,5 out of 6,Super Area,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/11/2022,2,2375000,900,1 out of 3,Super Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/2/2022,3,4750000,1250,2 out of 8,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/31/2022,2,1900000,1100,2 out of 2,Super Area,Jakarta,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
5/12/2022,3,3420000,1300,3 out of 3,Super Area,Surabaya,Semi-Furnished,Bachelors,2,Contact Owner,IDR
6/21/2022,3,2280000,1275,4 out of 5,Carpet Area,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/14/2022,3,2470000,1265,2 out of 5,Super Area,Medan,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
4/29/2022,1,2470000,700,1 out of 3,Carpet Area,Semarang,Unfurnished,Bachelors,1,Contact Owner,IDR
5/20/2022,2,4750000,1150,1 out of 5,Super Area,Makassar,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/3/2022,2,1710000,850,Ground out of 2,Carpet Area,Yogyakarta,Semi-Furnished,Family,2,Contact Owner,IDR
6/2/2022,2,1900000,1285,2 out of 4,Super Area,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,3,2850000,2000,Ground out of 2,Super Area,Palembang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
7/6/2022,2,3800000,1000,1 out of 1,Super Area,Malang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/22/2022,1,2565000,700,4 out of 4,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/25/2022,3,3990000,1100,4 out of 10,Super Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,1900000,1000,1 out of 3,Super Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/18/2022,2,1900000,800,Ground out of 5,Super Area,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/5/2022,2,1900000,1400,Ground out of 1,Super Area,Semarang,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/7/2022,2,4560000,1350,1 out of 5,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/1/2022,2,2470000,1100,1 out of 4,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/29/2022,2,1520000,840,2 out of 3,Super Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/18/2022,2,10450000,1325,6 out of 8,Super Area,Palembang,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/2/2022,5,9500000,3500,2 out of 3,Carpet Area,Malang,Unfurnished,Bachelors/Family,6,Contact Owner,IDR
5/10/2022,3,6080000,1250,5 out of 6,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
6/6/2022,3,4180000,1500,3 out of 6,Super Area,Surabaya,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
6/3/2022,2,1615000,1050,1 out of 2,Carpet Area,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/9/2022,3,2280000,1200,2 out of 3,Super Area,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/31/2022,3,2850000,1500,4 out of 5,Carpet Area,Semarang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
6/6/2022,1,570000,100,1 out of 2,Super Area,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/2/2022,3,9880000,1742,23 out of 35,Super Area,Yogyakarta,Semi-Furnished,Family,3,Contact Agent,IDR
7/8/2022,2,1805000,650,3 out of 4,Carpet Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,3,8740000,2235,Ground out of 10,Carpet Area,Palembang,Unfurnished,Family,5,Contact Agent,IDR
7/8/2022,2,2280000,1000,1 out of 3,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/20/2022,2,1520000,175,1 out of 3,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,1710000,160,Ground out of 2,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/20/2022,2,1900000,1200,2 out of 3,Super Area,Bandung,Furnished,Bachelors/Family,2,Contact Owner,IDR
5/26/2022,2,7410000,1283,5 out of 34,Super Area,Medan,Unfurnished,Bachelors,2,Contact Agent,IDR
5/22/2022,1,1710000,600,1 out of 3,Super Area,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
7/10/2022,4,22800000,3455,12 out of 17,Super Area,Makassar,Semi-Furnished,Family,4,Contact Agent,IDR
6/29/2022,3,4750000,1500,1 out of 2,Carpet Area,Yogyakarta,Semi-Furnished,Family,3,Contact Owner,IDR
7/6/2022,1,2660000,540,1 out of 5,Carpet Area,Denpasar,Unfurnished,Bachelors,1,Contact Agent,IDR
6/30/2022,1,1140000,500,2 out of 2,Super Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/14/2022,2,2850000,1100,1 out of 4,Super Area,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/24/2022,2,1520000,1350,1 out of 2,Carpet Area,Jakarta,Unfurnished,Bachelors,2,Contact Owner,IDR
5/6/2022,1,1140000,400,2 out of 2,Super Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
7/8/2022,2,1900000,120,Ground out of 2,Super Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,3,6650000,3050,Ground out of 2,Super Area,Medan,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/12/2022,2,3040000,400,Ground out of 2,Super Area,Semarang,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
7/2/2022,2,2660000,800,1 out of 4,Super Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/2/2022,2,1900000,90,Ground out of 3,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/25/2022,1,1330000,500,1 out of 4,Super Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/16/2022,2,1520000,1150,1 out of 4,Super Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
4/30/2022,3,4180000,1700,2 out of 3,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/2/2022,2,2280000,1000,3 out of 5,Super Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,3,1900000,1100,1 out of 4,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
6/28/2022,3,2850000,1360,6 out of 8,Super Area,Bandung,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
6/29/2022,1,1235000,400,1 out of 2,Super Area,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/2/2022,2,4750000,1150,1 out of 4,Super Area,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/25/2022,2,2280000,700,1 out of 5,Super Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/21/2022,1,1710000,100,Upper Basement out of 4,Carpet Area,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
7/5/2022,2,1330000,800,Ground out of 1,Carpet Area,Denpasar,Unfurnished,Bachelors,2,Contact Owner,IDR
7/2/2022,2,3800000,500,1 out of 5,Super Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/16/2022,2,1710000,900,1 out of 3,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/25/2022,3,5700000,1500,3 out of 4,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/5/2022,3,2945000,1600,1 out of 4,Super Area,Surabaya,Semi-Furnished,Family,3,Contact Owner,IDR
5/27/2022,2,1995000,1300,1 out of 3,Super Area,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/15/2022,3,3040000,1305,2 out of 5,Super Area,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,1,1140000,400,1 out of 2,Super Area,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/12/2022,2,2850000,600,1 out of 2,Super Area,Makassar,Furnished,Bachelors/Family,2,Contact Owner,IDR
